,text,is_humor
663,Nothing Comes Out Of The Sack But What Was In It,0
664,Nothing Is Impossible To A Willing Heart,0
665,Nothing Must Be Done Hastily But Killing Of Fleas,0
666,"Nothing So Bad, As Not To Be Good For Something",0
667,Nothing Succeeds Like Success,0
668,"Nothing Venture, Nothing Have",0
669,Oaks May Fall When Reeds Stand The Storm,0
670,Of Two Evils Choose The Least,0
671,Old Birds Are Not Caught With Chaff,0
672,Old Friends And Old Wine Are Best,0
673,On Shank's Mare,0
674,"Once Bitten, Twice Shy",0
675,Once Is No Rule (Custom),0
676,"One Beats The Bush, And Another Catches The Bird",0
677,One Chick Keeps A Hen Busy,0
678,One Drop Of Poison Infects The Whole Tun Of Wine,0
679,One Fire Drives Out Another,0
680,One Good Turn Deserves Another,0
681,"One Law For The Rich, And Another For The Poor",0
682,One Lie Makes Many,0
683,"One Link Broken, The Whole Chain Is Broken",0
684,"One Man, No Man",0
685,One Man's Meat Is Another Man's Poison,0
686,One Scabby Sheep Will Mar A Whole Flock,0
687,One Swallow Does Not Make A Summer,0
688,One Today Is Worth Two Tomorrow,0
689,Open Not Your Door When The Devil Knocks,0
690,Opinions Differ,0
691,Opportunity Makes The Thief,0
692,"Out Of Sight, Out Of Mind",0
693,Out Of The Frying-Pan Into The Fire,0
694,Packed Like Herrings,0
695,Patience Is A Plaster For All Sores,0
696,Penny-Wise And Pound-Foolish,0
697,Pleasure Has A Sting In Its Tail,0
698,Plenty Is No Plague,0
699,"Politeness Costs Little (Nothing), But Yields Much",0
700,Poverty Is No Sin,0
701,"Poverty Is Not A Shame, But The Being Ashamed Of It Is",0
702,Practise What You Preach,0
703,Praise Is Not Pudding,0
704,Pride Goes Before A Fall,0
705,Procrastination Is The Thief Of Time,0
706,Promise Is Debt,0
707,"Promise Little, But Do Much",0
708,"Prosperity Makes Friends, And Adversity Tries Them",0
709,Put Not Your Hand Between The Bark And The Tree,0
710,"Rain At Seven, Fine At Eleven",0
711,Rats Desert A Sinking Ship,0
712,"Repentance Is Good, But Innocence Is Better",0
713,"Respect Yourself, Or No One Else Will Respect You",0
714,Roll My Log And I Will Roll Yours,0
715,Rome Was Not Built In A Day,0
716,Salt Water And Absence Wash Away Love,0
717,Saying And Doing Are Two Things,0
718,Score Twice Before You Cut Once,0
719,Scornful Dogs Will Eat Dirty Puddings,0
720,Scratch My Back And I'll Scratch Yours,0
721,Self Done Is Soon Done,0
722,Self Done Is Well Done,0
723,Self Is A Bad Counsellor,0
724,Self-Praise Is No Recommendation,0
725,Set A Beggar On Horseback And He'll Ride To The Devil,0
726,Set A Thief To Catch A Thief,0
727,Shallow Streams Make Most Din,0
728,Short Debts (Accounts) Make Long Friends,0
729,Silence Gives Consent,0
730,Since Adam Was A Boy,0
731,Sink Or Swim! ,0
732,Six Of One And Half A Dozen Of The Other,0
733,Slow And Steady Wins The Race,0
734,Slow But Sure,0
735,Small Rain Lays Great Dust,0
736,"So Many Countries, So Many Customs",0
737,Soft Fire Makes Sweet Malt,0
738,Something Is Rotten In The State Of Denmark ,0
739,"Soon Learnt, Soon Forgotten",0
740,"Soon Ripe, Soon Rotten",0
741,Speak (Talk) Of The Devil And He Will Appear (Is Sure To Appear),0
742,Speech Is Silver But Silence Is Gold,0
743,Standers-By See More Than Gamesters,0
744,Still Waters Run Deep,0
745,Stolen Pleasures Are Sweetest,0
746,Stretch Your Arm No Further Than Your Sleeve Will Reach,0
747,Stretch Your Legs According To The Coverlet,0
748,Strike While The Iron Is Hot,0
749,Stuff Today And Starve Tomorrow,0
750,Success Is Never Blamed,0
751,"Such Carpenters, Such Chips",0
752,Sweep Before Your Own Door,0
753,Take Care Of The Pence And The Pounds Will Take Care Of Themselves,0
754,Take Us As You Find Us,0
755,Tarred With The Same Brush,0
756,Tastes Differ,0
757,Tell That To The Marines,0
758,That Cock Won't Fight,0
759,That Which One Least Anticipates Soonest Comes To Pass,0
760,That's A Horse Of Another Colour,0
761,That's Where The Shoe Pinches! ,0
762,The Beggar May Sing Before The Thief (Before A Footpad),0
763,The Best Fish Smell When They Are Three Days Old,0
764,The Best Fish Swim Near The Bottom,0
765,The Best Is Oftentimes The Enemy Of The Good,0
766,The Busiest Man Finds The Most Leisure,0
767,The Camel Going To Seek Horns Lost His Ears,0
768,The Cap Fits,0
769,The Cask Savours Of The First Fill,0
770,The Cat Shuts Its Eyes When Stealing Cream,0
771,The Cat Would Eat Fish And Would Not Wet Her Paws,0
772,The Chain Is No Stronger Than Its Weakest Link,0
773,The Cobbler Should Stick To His Last,0
774,The Cobbler's Wife Is The Worst Shod,0
775,The Darkest Hour Is That Before The Dawn,0
776,The Darkest Place Is Under The Candlestick,0
777,The Devil Is Not So Black As He Is Painted,0
778,The Devil Knows Many Things Because He Is Old,0
779,The Devil Lurks Behind The Cross,0
780,The Devil Rebuking Sin,0
781,"The Dogs Bark, But The Caravan Goes On",0
782,The Dutch Have Taken Holland ! ,0
783,The Early Bird Catches The Worm,0
784,The End Crowns The Work,0
785,The End Justifies The Means,0
786,The Evils We Bring On Ourselves Are Hardest To Bear,0
787,The Exception Proves The Rule,0
788,The Face Is The Index Of The Mind,0
789,The Falling Out Of Lovers Is The Renewing Of Love,0
790,The Fat Is In The Fire,0
791,The First Blow Is Half The Battle,0
792,The Furthest Way About Is The Nearest Way Home,0
793,The Game Is Not Worth The Candle,0
794,The Heart That Once Truly Loves Never Forgets,0
795,"The Higher The Ape Goes, The More He Shows His Tail",0
796,The Last Drop Makes The Cup Run Over,0
797,The Last Straw Breaks The Camel's Back,0
798,The Leopard Cannot Change Its Spots,0
799,The Longest Day Has An End,0
800,The Mill Cannot Grind With The Water That Is Past,0
801,The Moon Does Not Heed The Barking Of Dogs,0
802,The More The Merrier,0
803,The Morning Sun Never Lasts A Day,0
804,The Mountain Has Brought Forth A Mouse,0
805,"The Nearer The Bone, The Sweeter The Flesh",0
806,The Pitcher Goes Often To The Well But Is Broken At Last,0
807,The Pot Calls The Kettle Black,0
808,The Proof Of The Pudding Is In The Eating,0
809,The Receiver Is As Bad As The Thief,0
810,The Remedy Is Worse Than The Disease,0
811,The Rotten Apple Injures Its Neighbours,0
812,The Scalded Dog Fears Cold Water,0
813,The Tailor Makes The Man,0
814,The Tongue Of Idle Persons Is Never Idle,0
815,The Voice Of One Man Is The Voice Of No One,0
816,The Road To Hell Is Paved With Good Intentions,0
817,The Wind Cannot Be Caught In A Net,0
818,The Work Shows The Workman,0
819,There Are Lees To Every Wine,0
820,There Are More Ways To The Wood Than One,0
821,"There Is A Place For Everything, And Everything In Its Place",0
822,There Is More Than One Way To Kill A Cat,0
823,There Is No Fire Without Smoke,0
824,There Is No Place Like Home,0
825,There Is No Rose Without A Thorn,0
826,There Is No Rule Without An Exception,0
827,There's Many A Slip 'Tween (== Between) The Cup And The Lip,0
828,They Are Hand And Glove,0
829,They Must Hunger In Winter That Will Not Work In Summer,0
830,Things Past Cannot Be Recalled,0
831,Think Today And Speak Tomorrow,0
832,Those Who Live In Glass Houses Should Not Throw Stones,0
833,Time And Tide Wait For No Man,0
834,Time Cures All Things,0
835,Time Is Money,0
836,Time Is The Great Healer,0
837,Time Works Wonders,0
838,To Add Fuel (Oil) To The Fire (Flames),0
839,To Angle With A Silver Hook,0
840,To Be Born With A Silver Spoon In One's Mouth,0
841,To Be Head Over Ears In Debt,0
842,To Be In One's Birthday Suit,0
843,To Be Up To The Ears In Love,0
844,To Be Wise Behind The Hand,0
845,To Beat About The Bush,0
846,To Beat The Air,0
847,To Bring Grist To Somebody's Mill,0
848,To Build A Fire Under Oneself,0
849,To Buy A Pig In A Poke,0
850,To Call A Spade A Spade,0
851,To Call Off The Dogs,0
852,To Carry Coals To Newcastle,0
853,To Cast Pearls Before Swine,0
854,To Cast Prudence To The Winds,0
855,To Come Away None The Wiser,0
856,To Come Off Cheap,0
857,To Come Off With A Whole Skin,0
858,To Come Off With Flying Colours,0
859,To Come Out Dry,0
860,To Come Out With Clean Hands,0
861,To Cook A Hare Before Catching Him,0
862,To Cry With One Eye And Laugh With The Other,0
863,To Cut One's Throat With A Feather,0
864,To Draw (Pull) In One's Horns,0
865,To Drop A Bucket Into An Empty Well,0
866,To Draw Water In A Sieve,0
867,To Eat The Calf In The Cow's Belly,0
868,To Err Is Human,0
869,To Fiddle While Rome Is Burning,0
870,To Fight With One's Own Shadow,0
871,To Find A Mare's Nest,0
872,To Fish In Troubled Waters,0
873,To Fit Like A Glove,0
874,To Flog A Dead Horse,0
875,To Get Out Of Bed On The Wrong Side,0
876,To Give A Lark To Catch A Kite,0
877,To Go For Wool And Come Home Shorn,0
878,To Go Through Fire And Water (Through Thick And Thin),0
879,To Have A Finger In The Pie,0
880,To Have Rats In The Attic,0
881,To Hit The Nail On The Head,0
882,To Kick Against The Pricks,0
883,To Kill Two Birds With One Stone,0
884,To Know Everything Is To Know Nothing,0
885,To Know On Which Side One's Bread Is Buttered,0
886,To Know What's What,0
887,To Lay By For A Rainy Day,0
888,To Live From Hand To Mouth,0
889,To Lock The Stable-Door After The Horse Is Stolen,0
890,To Look For A Needle In A Haystack,0
891,To Love Somebody (Something) As The Devil Loves Holy Water,0
892,To Make A Mountain Out Of A Molehill,0
893,To Make Both Ends Meet,0
894,To Make The Cup Run Over,0
895,To Make (To Turn) The Air Blue,0
896,To Measure Another Man's Foot By One's Own Last,0
897,To Measure Other People's Corn By One's Own Bushel,0
898,To Pay One Back In One's Own Coin,0
899,To Plough The Sand,0
900,To Pour Water Into A Sieve,0
901,To Pull The Chestnuts Out Of The Fire For Somebody,0
902,To Pull The Devil By The Tail,0
903,To Put A Spoke In Somebody's Wheel,0
904,To Put Off Till Doomsday,0
905,To Put (Set) The Cart Before The Horse,0
906,To Rob One's Belly To Cover One's Back,0
907,To Roll In Money,0
908,To Run With The Hare And Hunt With The Hounds,0
909,To Save One's Bacon,0
910,To Send (Carry) Owls To Athens ,0
911,To Set The Wolf To Keep The Sheep,0
912,To Stick To Somebody Like A Leech,0
913,To Strain At A Gnat And Swallow A Camel,0
914,To Take Counsel Of One's Pillow,0
915,To Take The Bull By The Horns,0
916,To Teach The Dog To Bark,0
917,To Tell Tales Out Of School,0
918,To Throw A Stone In One's Own Garden,0
919,To Throw Dust In Somebody's Eyes,0
920,To Throw Straws Against The Wind,0
921,To Treat Somebody With A Dose Of His Own Medicine,0
922,To Use A Steam-Hammer To Crack Nuts,0
923,To Wash One's Dirty Linen In Public,0
924,To Wear One's Heart Upon One's Sleeve,0
925,To Weep Over An Onion,0
926,To Work With The Left Hand,0
927,Tomorrow Come Never,0
928,Too Many Cooks Spoil The Broth,0
929,Too Much Knowledge Makes The Head Bald,0
930,Too Much Of A Good Thing Is Good For Nothing,0
931,Too Much Water Drowned The Miller ,0
932,Too Swift Arrives As Tardy As Too Slow,0
933,True Blue Will Never Stain,0
934,True Coral Needs No Painter's Brush,0
935,Truth Comes Out Of The Mouths Of Babes And Sucklings,0
936,Truth Is Stranger Than Fiction,0
937,Truth Lies At The Bottom Of A Well,0
938,Two Blacks Do Not Make A White,0
939,Two Heads Are Better Than One,0
940,"Two Is Company, three is a crowd",0
941,Velvet Paws Hide Sharp Claws,0
942,Virtue Is Its Own Reward,0
943,Wait For The Cat To Jump,0
944,Walls Have Ears,0
945,Wash Your Dirty Linen At Home,0
946,"Waste Not, Want Not",0
947,We Know Not What Is Good Until We Have Lost It,0
948,We Never Know The Value Of Water Till The Well Is Dry,0
949,We Shall See What We Shall See,0
950,We Soon Believe What We Desire,0
951,Wealth Is Nothing Without Health,0
952,Well Begun Is Half Done,0
953,"What Can't Be Cured, Must Be Endured",0
954,What Is Bred In The Bone Will Not Go Out Of The Flesh,0
955,What Is Done By Night Appears By Day,0
956,What Is Done Cannot Be Undone,0
957,What Is Got Over The Devil's Back Is Spent Under His Belly,0
958,What Is Lost Is Lost,0
959,What Is Sauce For The Goose Is Sauce For The Gander,0
960,What Is Worth Doing At Alt Is Worth Doing Well,0
961,"What Must Be, Must Be",0
962,What The Heart Thinks The Tongue Speaks,0
963,What We Do Willingly Is Easy,0
964,"When Angry, Count A Hundred",0
965,"When At Rome, Do As The Romans Do",0
966,"When Children Stand Quiet, They Have Done Some Harm",0
967,"When Flatterers Meet, The Devil Goes To Dinner",0
968,When **** Speak It Is Too Late To Argue,0
969,When Pigs Fly,0
970,When Queen Anne Was Alive,0
971,"When The Cat Is Away, The Mice Will Play",0
972,When The Devil Is Blind,0
973,"When The Fox Preaches, Take Care Of Your Geese",0
974,"When The Pinch Comes, You Remember The Old Shoe",0
975,"When Three Know It, Alt Know It",0
976,When Wine Is In Wit Is Out,0
977,"Where There's A Will, There's A Way",0
978,While The Grass Grows The Horse Starves,0
979,While There Is Life There Is Hope,0
980,"Who Breaks, Pays",0
981,"Who Has Never Tasted Bitter, Knows Not What Is Sweet",0
982,"Who Keeps Company With The Wolf, Will Learn To Howl",0
983,Wise After The Event,0
984,With Time And Patience The Leaf Of The Mulberry Becomes Satin,0
985,Words Pay No Debts,0
986,You Can Take A Horse To The Water But You Cannot Make Him Drink,0
987,You Cannot Eat Your Cake And Have It,0
988,You Cannot Flay The Same Ox Twice,0
989,You Cannot Judge A Tree By It Bark,0
990,You Cannot Teach Old Dogs New Tricks,0
991,You Cannot Wash Charcoal White,0
992,"You Made Your Bed, Now Lie In It",0
993,Zeal Without Knowledge Is A Runaway Horse,0
994,A broken clock is right twice a day,0
995,A journey of a thousand miles begins with a single step,0
996,All is fair in love and war,0
997,Better safe than sorry,0
998,Don't judge a man until you have walked a mile in his shoes,0
999,Don't put the cart before the horse,0
1000,Don't talk the talk if you can't walk the walk,0
1001,Don't throw out the baby with the bath water,0
1002,"Give a man a fish, he eats for a day. Teach a man how to fish, he eats for a lifetime",0
1003,Great minds think alike,0
1004,Hindsight is 20/20,0
1005,"If at first you don't succeed, try, try again",0
1006,"If you snooze, you lose",0
1007,"If you don't have anything nice to say, don't say anything at all",0
1008,"If you're not part of the solution, you're part of the problem",0
1009,It's not over until the fat lady sings,0
1010,Knowledge is power,0
1011,Misery loves company,0
1012,"Power corrupts, and absolute power corrupts absolutely",0
1013,The apple doesn't fall far from the tree,0
1014,The best way to a man's heart is through his stomach,0
1015,There's no such thing as bad publicity,0
1016,What goes around comes around,0
1017,What goes up must come down,0
1018,You can catch more flies with honey than with vinegar,0
1019,Our Editor's Choice photos of the day:  ,0
1020,Brazil Supreme Court votes to indict lower house speaker on graft charges ,0
1021,Tunisian forces kill five militants crossing from Libya ,0
1022,Rights group decries 'crisis of violence and impunity' in Mexico ,0
1023,Merkel calls for Germany to get more involved in world affairs ,0
1024,Homicides in El Salvador double during first two months of 2016 ,0
1025,"Spanish royals knew my business, princess's husband tells court ",0
1026,"Biden, Iraq's Abadi discuss military, financial support in call: White House ",0
1027,Spanish al Qaeda commander killed by French forces in Mali: sources ,0
1028,Spain's Socialist leader loses first vote to become prime minister ,0
1029,"""El Chapo"" wants to accelerate extradition to U.S. in hope prison treatment will be better:  ",0
1030,Italian mafia earnings from drugs rival Fiat with cars ,0
1031,Egypt parliament expels MP for dining with Israeli ambassador ,0
1032,"Nearly 2,000 legal cases opened for insulting Turkey's Erdogan ",0
1033,U.N. says aid ship docks in Yemen after diversion to Saudi Arabia ,0
1034,U.S. 'very concerned' by media crackdown in Malaysia ,0
1035,Zambian opposition party leader arrested over illegal militia drills ,0
1036,Norway denies inhuman treatment of mass killer Breivik:  ,0
1037,"U.S. says working with Russia on aid flow, truce in Syria ",0
1038,Warfare among French socialists hurts Hollande's re-election bid ,0
1039,Convicted ex-CEO of OAS may name Lula in Brazil plea deal: newspaper ,0
1040,Russia says 40 agreements signed on ceasefire in Syria: agencies ,0
1041,"Mozambique plane debris believed to be from Boeing 777, says Malaysia minister:  ",0
1042,White House says Biden to visit Middle East March 5-10 ,0
1043,Mexican drug lord Guzman seeks to speed up extradition to U.S. ,0
1044,Military invites experts to 'Hack the Pentagon':  ,0
1045,"Passion spent, Scots yet to be fired up by Britain's EU vote ",0
1046,Mozambique plane debris believed to be from Boeing 777: Malaysia minister ,0
1047,"Austerity-hit Greeks help refugees with food, toys, time ",0
1048,"Russian, Belarussian fugitives arrested in Spanish resort for fraud: police ",0
1049,Turkish prime minister to visit Iran this week ,0
1050,Al Qaeda leader bin Laden left $29 million inheritance for jihad ,0
1051,Meet the girls in Karachi changing the status quo. These boxers are aiming for international competitions.,0
1052,Huge quake strikes off Indonesia but tsunami warnings cancelled:  ,0
1053,Business ponders 'horrific' cost of end to borderless Europe ,0
1054,London would lose out if UK votes 'out' - Hammond,0
1055,Public support for Hungarian PM's party drops in February: poll ,0
1056,Scott Kelly and Mikhail Kornienko - spacemen returned to Earth:  ,0
1057,Facebook executive jailed in Brazil set to be released:  ,0
1058,"U.N. approves harsh new sanctions on North Korea drafted by U.S., China ",0
